Age,Gender,Occupation,Monthly_Income
49,Male,Student,78901
44,Other,Retired,70062
47,Female,Self-Employed,42056
63,Female,Student,51187
56,Female,Working Professional,29358
18,Male,Working Professional,56376
28,Male,Student,58836
40,Male,Working Professional,65595
34,Female,Student,44142
32,Male,Self-Employed,91392
44,Female,Retired,25741
27,Female,Retired,53294
33,Female,Working Professional,27808
54,Female,Student,59576
45,Male,Self-Employed,66266
19,Male,Working Professional,53304
56,Male,Working Professional,48768
52,Female,Student,50531
32,Male,Student,60086
28,Female,Working Professional,70008
50,Female,Retired,40430
33,Male,Retired,68344
28,Female,Self-Employed,8620
37,Male,Self-Employed,54899
36,Male,Student,59838
56,Female,Self-Employed,68390
40,Female,Self-Employed,58724
27,Male,Self-Employed,55617
25,Female,Working Professional,65820
19,Female,Self-Employed,52442
24,Female,Student,31378
43,Female,Working Professional,44294
57,Male,Retired,68016
36,Male,Working Professional,50051
23,Male,Self-Employed,65952
50,Female,Working Professional,49722
28,Female,Working Professional,35822
53,Male,Retired,29078
29,Other,Working Professional,45458
45,Female,Retired,44384
26,Male,Student,53847
40,Female,Retired,63087
57,Male,Retired,45220
23,Female,Student,48726
36,Female,Student,52145
37,Female,Self-Employed,55484
35,Female,Self-Employed,40123
44,Female,Working Professional,44516
50,Female,Retired,61950
46,Female,Retired,50012
26,Female,Retired,56896
62,Female,Self-Employed,46957
61,Female,Working Professional,43978
44,Male,Student,71994
56,Female,Working Professional,50977
28,Female,Student,54266
59,Female,Retired,49212
25,Female,Retired,65442
31,Female,Student,57029
63,Female,Working Professional,53419
30,Female,Self-Employed,51752
24,Male,Self-Employed,47792
32,Other,Self-Employed,35272
55,Female,Retired,28252
61,Female,Self-Employed,50621
60,Female,Working Professional,57536
35,Male,Self-Employed,65366
53,Female,Working Professional,48058
48,Female,Retired,44539
21,Male,Working Professional,67469
30,Female,Student,60967
56,Female,Retired,27956
47,Male,Working Professional,54340
36,Female,Working Professional,49952
21,Female,Retired,33805
18,Male,Retired,49285
57,Male,Retired,47242
49,Male,Working Professional,48873
29,Male,Self-Employed,43263
29,Female,Retired,44041
37,Male,Self-Employed,61399
28,Female,Self-Employed,54385
47,Female,Student,82686
61,Male,Retired,24960
48,Male,Working Professional,66253
45,Male,Student,39467
61,Male,Retired,59702
46,Male,Self-Employed,49461
58,Female,Retired,38273
39,Male,Self-Employed,82305
62,Female,Self-Employed,33930
46,Male,Retired,37716
18,Male,Retired,32598
38,Male,Student,47010
48,Male,Working Professional,50153
44,Male,Student,45784
52,Male,Retired,65364
25,Female,Working Professional,60926
57,Male,Student,43563
25,Female,Working Professional,32448
23,Male,Working Professional,24336
32,Female,Retired,44925
38,Female,Self-Employed,30702
54,Male,Self-Employed,49529
23,Female,Self-Employed,72045
46,Male,Working Professional,66893
42,Male,Student,29742
40,Female,Self-Employed,51999
55,Male,Working Professional,47853
44,Male,Self-Employed,44178
59,Female,Retired,52149
40,Female,Self-Employed,47446
36,Female,Self-Employed,52653
45,Male,Retired,53450
51,Male,Student,56685
24,Male,Student,27940
30,Male,Retired,37522
21,Female,Self-Employed,57120
28,Female,Retired,54343
38,Male,Working Professional,91541
38,Male,Working Professional,39891
60,Male,Self-Employed,45026
62,Male,Student,39660
59,Female,Student,32106
43,Male,Working Professional,53887
48,Female,Student,55372
21,Male,Self-Employed,28293
20,Female,Student,12113
56,Female,Retired,63867
38,Male,Student,62698
55,Female,Self-Employed,47422
35,Male,Working Professional,11468
50,Male,Working Professional,77485
59,Female,Working Professional,18396
52,Male,Student,64777
49,Female,Retired,15207
28,Female,Working Professional,80127
56,Female,Self-Employed,60907
48,Male,Student,67672
47,Male,Self-Employed,31326
55,Male,Working Professional,84072
63,Female,Self-Employed,63616
37,Other,Self-Employed,62458
57,Male,Self-Employed,37765
43,Male,Working Professional,68734
28,Female,Student,12863
19,Male,Student,42097
56,Female,Retired,67345
34,Male,Student,51603
41,Male,Working Professional,39240
47,Male,Student,26848
54,Male,Self-Employed,45316
23,Female,Self-Employed,59424
40,Male,Self-Employed,58795
64,Male,Student,46732
52,Female,Working Professional,42164
64,Female,Student,58031
43,Male,Working Professional,48395
42,Male,Working Professional,34953
53,Male,Working Professional,41550
38,Female,Working Professional,38564
59,Female,Working Professional,47486
60,Female,Student,53724
40,Male,Working Professional,51160
18,Male,Student,68404
27,Male,Self-Employed,53850
42,Female,Retired,59465
39,Female,Self-Employed,45326
64,Female,Working Professional,48200
25,Male,Self-Employed,52140
58,Female,Self-Employed,47504
50,Male,Retired,60709
29,Other,Working Professional,32971
56,Female,Student,46882
29,Male,Retired,65370
29,Other,Self-Employed,61029
28,Male,Retired,59810
25,Male,Self-Employed,35504
25,Male,Student,59976
54,Female,Self-Employed,53907
33,Female,Working Professional,60011
53,Female,Self-Employed,52585
35,Male,Retired,65291
61,Female,Self-Employed,40672
38,Male,Retired,71696
21,Female,Self-Employed,23730
24,Male,Self-Employed,26903
51,Female,Working Professional,35338
51,Female,Retired,39311
62,Male,Student,70061
53,Female,Student,29446
54,Male,Retired,36752
47,Female,Working Professional,59442
43,Female,Self-Employed,50277
29,Male,Retired,54611
28,Male,Working Professional,67935
46,Male,Student,73729
20,Female,Retired,59992
28,Male,Retired,28072
26,Male,Retired,55741
43,Female,Working Professional,12736
25,Male,Retired,61291
38,Male,Working Professional,64978
25,Female,Working Professional,42375
59,Other,Working Professional,35726
23,Male,Self-Employed,43591
35,Male,Retired,39326
23,Female,Working Professional,42771
38,Male,Working Professional,67390
61,Female,Retired,57203
40,Female,Student,56748
53,Male,Retired,58788
35,Male,Self-Employed,27687
44,Male,Retired,59564
62,Female,Retired,77401
20,Female,Student,45870
29,Male,Working Professional,45619
37,Female,Student,26840
36,Male,Self-Employed,101711
40,Female,Working Professional,80071
22,Female,Working Professional,43466
36,Female,Student,53266
29,Female,Working Professional,70359
45,Male,Retired,38674
54,Female,Student,57303
51,Female,Retired,68915
33,Female,Working Professional,37502
21,Female,Working Professional,38787
64,Female,Working Professional,51705
59,Female,Working Professional,75404
23,Male,Retired,39424
24,Male,Retired,50632
51,Female,Retired,76574
21,Male,Retired,18634
32,Female,Student,50540
30,Female,Self-Employed,49613
26,Male,Retired,57593
54,Female,Self-Employed,61764
34,Male,Student,50042
55,Male,Student,75007
31,Male,Working Professional,40643
54,Female,Self-Employed,39830
48,Female,Self-Employed,51066
19,Male,Student,29061
63,Female,Self-Employed,42063
36,Male,Working Professional,45006
36,Male,Self-Employed,40007
30,Male,Student,64831
38,Male,Working Professional,59483
48,Female,Student,48331
61,Male,Working Professional,52551
45,Female,Working Professional,42667
18,Male,Self-Employed,55603
52,Female,Retired,64129
27,Male,Working Professional,77523
25,Female,Working Professional,78308
30,Female,Student,46534
36,Female,Self-Employed,47280
20,Male,Retired,29862
20,Female,Working Professional,48407
44,Female,Student,31236
35,Male,Working Professional,53690
52,Male,Student,57530
61,Male,Working Professional,32130
51,Male,Student,34607
47,Female,Working Professional,48906
25,Male,Self-Employed,41024
38,Male,Self-Employed,9750
63,Female,Student,45902
36,Male,Self-Employed,46640
60,Female,Student,65751
63,Male,Student,49154
57,Other,Retired,23671
47,Male,Self-Employed,39372
44,Female,Retired,73798
37,Female,Self-Employed,53087
31,Female,Working Professional,52534
29,Male,Retired,44884
40,Female,Student,26649
29,Other,Retired,40174
61,Female,Working Professional,49390
61,Male,Student,81225
56,Male,Working Professional,67140
59,Male,Working Professional,16640
47,Male,Self-Employed,57001
44,Female,Student,47749
41,Male,Self-Employed,34324
20,Female,Retired,65272
47,Male,Student,25855
52,Female,Self-Employed,72382
50,Male,Working Professional,47881
54,Female,Retired,68347
57,Female,Retired,59441
33,Male,Working Professional,40658
35,Female,Working Professional,51016
35,Male,Self-Employed,41669
31,Female,Self-Employed,23127
49,Male,Retired,42492
29,Female,Working Professional,44746
59,Female,Self-Employed,45892
19,Male,Self-Employed,53415
43,Female,Student,70923
40,Male,Student,60628
52,Female,Working Professional,48368
50,Female,Self-Employed,31448
58,Male,Student,60223
42,Other,Self-Employed,57261
21,Male,Working Professional,50109
38,Female,Self-Employed,71600
21,Female,Student,67683
48,Female,Self-Employed,60706
32,Male,Working Professional,42163
21,Male,Self-Employed,54928
21,Male,Self-Employed,45991
61,Male,Working Professional,60062
20,Male,Retired,31261
22,Male,Working Professional,65054
36,Male,Retired,49283
55,Female,Self-Employed,40778
49,Male,Self-Employed,91528
26,Male,Self-Employed,62524
20,Male,Retired,63744
51,Male,Retired,62852
42,Male,Student,36031
27,Female,Self-Employed,56472
49,Female,Self-Employed,50454
22,Male,Student,53634
46,Female,Working Professional,39989
24,Female,Working Professional,58363
32,Female,Retired,44053
19,Male,Student,50279
27,Male,Working Professional,60732
28,Female,Self-Employed,40577
57,Female,Retired,26787
38,Male,Self-Employed,30344
29,Female,Retired,87844
21,Male,Working Professional,57228
45,Female,Student,58544
46,Male,Self-Employed,39398
30,Male,Self-Employed,34866
35,Male,Working Professional,35045
44,Female,Student,47331
20,Male,Retired,57402
52,Female,Self-Employed,41547
56,Male,Working Professional,54001
39,Male,Self-Employed,41513
34,Male,Retired,62664
45,Female,Retired,35098
55,Female,Working Professional,39214
33,Male,Student,61572
22,Male,Self-Employed,39111
39,Female,Self-Employed,43671
34,Male,Working Professional,57839
28,Male,Retired,46566
39,Female,Retired,54499
61,Female,Self-Employed,62121
61,Female,Self-Employed,45902
53,Male,Student,24753
58,Male,Student,37926
63,Male,Student,34141
61,Female,Retired,42067
59,Male,Working Professional,57568
57,Female,Self-Employed,48293
20,Female,Self-Employed,58302
44,Male,Retired,40087
62,Male,Self-Employed,39132
30,Female,Student,62009
30,Female,Retired,54335
47,Male,Self-Employed,57418
35,Female,Retired,40420
57,Male,Student,37374
50,Male,Retired,34057
34,Male,Working Professional,50760
58,Male,Retired,29289
27,Female,Self-Employed,78722
58,Male,Working Professional,51870
61,Female,Student,42663
41,Male,Working Professional,51863
59,Male,Self-Employed,69552
46,Female,Self-Employed,69409
25,Female,Self-Employed,54272
53,Male,Retired,43929
31,Female,Self-Employed,61007
46,Male,Retired,56798
24,Female,Student,62085
42,Female,Retired,31284
59,Female,Self-Employed,53582
47,Male,Working Professional,57843
45,Male,Working Professional,43282
27,Male,Self-Employed,67012
64,Other,Retired,55130
64,Female,Retired,22464
51,Female,Self-Employed,44648
33,Female,Working Professional,42161
27,Male,Working Professional,47839
46,Male,Self-Employed,59491
32,Male,Self-Employed,80549
45,Female,Self-Employed,61097
41,Male,Retired,39183
59,Male,Self-Employed,58832
37,Female,Student,72212
64,Female,Self-Employed,42059
46,Male,Retired,58249
19,Male,Working Professional,39854
63,Female,Working Professional,25790
49,Female,Working Professional,68710
64,Male,Retired,52616
59,Male,Self-Employed,45148
47,Male,Retired,64580
26,Male,Working Professional,45531
36,Female,Working Professional,51288
23,Female,Student,50072
25,Male,Retired,79076
51,Female,Student,53385
18,Male,Working Professional,43027
30,Male,Working Professional,27477
23,Male,Student,78587
52,Female,Self-Employed,72799
46,Female,Retired,52548
19,Male,Student,41501
27,Male,Retired,67039
48,Female,Working Professional,71967
25,Male,Self-Employed,43549
58,Female,Self-Employed,31428
56,Male,Student,57331
45,Male,Student,62876
48,Male,Working Professional,61392
30,Male,Student,47015
24,Female,Retired,56617
18,Female,Student,57818
62,Male,Self-Employed,54736
61,Male,Student,52405
43,Female,Student,29303
63,Female,Working Professional,62226
33,Male,Working Professional,44271
29,Male,Retired,40796
33,Female,Student,52770
51,Female,Working Professional,58644
44,Male,Student,45424
42,Male,Self-Employed,45792
36,Other,Student,50348
24,Female,Working Professional,33491
29,Female,Retired,52510
63,Male,Self-Employed,71265
41,Female,Working Professional,81718
56,Female,Student,48154
22,Female,Self-Employed,47043
18,Female,Working Professional,42789
24,Female,Student,34628
43,Male,Self-Employed,53414
41,Male,Self-Employed,63808
34,Female,Student,54395
21,Male,Student,23499
33,Male,Self-Employed,58816
53,Female,Working Professional,59743
22,Female,Self-Employed,52963
22,Male,Working Professional,82401
60,Male,Working Professional,78855
63,Male,Self-Employed,34264
34,Female,Working Professional,39337
58,Male,Working Professional,52021
38,Female,Retired,45974
47,Male,Self-Employed,54736
50,Male,Retired,69212
62,Male,Working Professional,64698
40,Female,Working Professional,39244
59,Female,Retired,52408
46,Male,Working Professional,42312
59,Female,Student,65726
56,Female,Self-Employed,53172
55,Other,Working Professional,45027
24,Male,Working Professional,39649
54,Female,Working Professional,45006
24,Male,Retired,57713
32,Male,Self-Employed,59300
46,Male,Self-Employed,27646
27,Male,Working Professional,50176
37,Male,Student,57996
62,Male,Retired,67628
26,Female,Retired,29867
23,Other,Working Professional,61486
37,Male,Retired,50039
38,Male,Retired,35583
24,Female,Student,76145
55,Male,Self-Employed,53410
51,Male,Retired,50305
64,Female,Student,45826
20,Female,Student,61604
62,Female,Self-Employed,31387
34,Male,Retired,67337
60,Female,Student,56290
19,Female,Working Professional,29850
59,Female,Working Professional,65754
29,Male,Student,28475
30,Female,Student,41216
55,Male,Student,59498
53,Female,Working Professional,32388
29,Female,Self-Employed,54854
44,Female,Self-Employed,31759
43,Female,Retired,27141
64,Male,Student,59273
57,Female,Student,38186
22,Female,Student,58130
49,Female,Student,37852
53,Male,Student,34070
62,Male,Student,72347
55,Female,Self-Employed,42209
33,Female,Retired,57144
27,Male,Working Professional,44027
54,Male,Working Professional,39175
32,Female,Self-Employed,27769
28,Female,Student,42005
26,Male,Working Professional,41570
35,Female,Working Professional,57129
50,Male,Self-Employed,47851
26,Female,Retired,54778
58,Female,Working Professional,59778
32,Female,Student,75349
53,Female,Self-Employed,40077
53,Male,Student,58103
18,Female,Working Professional,35350
45,Female,Self-Employed,48832
50,Male,Self-Employed,45292
18,Female,Self-Employed,36444
23,Female,Self-Employed,50919
28,Female,Self-Employed,45100
44,Male,Working Professional,21218
22,Female,Working Professional,61645
27,Female,Retired,61351
45,Female,Working Professional,66197
33,Female,Student,35184
60,Female,Retired,28812
43,Female,Retired,34794
45,Female,Working Professional,47827
31,Female,Student,37862
30,Other,Retired,37337
18,Female,Retired,60864
52,Male,Retired,58595
32,Male,Working Professional,15363
46,Male,Student,40993
48,Female,Self-Employed,42986
29,Female,Retired,46308
22,Male,Student,55140
63,Female,Student,32992
49,Female,Retired,33128
27,Female,Retired,49505
22,Female,Working Professional,49693
44,Female,Self-Employed,54022
56,Female,Self-Employed,53599
38,Male,Working Professional,55259
33,Male,Student,66678
46,Female,Working Professional,33402
32,Male,Self-Employed,57481
55,Female,Working Professional,66035
24,Male,Working Professional,57124
35,Male,Student,52136
36,Female,Student,69635
34,Male,Working Professional,29414
31,Female,Student,22992
58,Male,Working Professional,22934
27,Male,Self-Employed,55535
42,Female,Student,29664
58,Male,Self-Employed,39170
61,Male,Working Professional,58811
26,Male,Student,55386
33,Male,Retired,53555
41,Male,Retired,68330
38,Female,Working Professional,22027
51,Male,Retired,61951
56,Male,Retired,46974
24,Female,Self-Employed,39637
24,Female,Self-Employed,85001
45,Male,Working Professional,49111
52,Female,Retired,47223
27,Female,Self-Employed,29574
55,Female,Self-Employed,49382
49,Male,Retired,23786
51,Male,Self-Employed,55549
41,Male,Retired,42366
58,Male,Working Professional,48661
64,Female,Self-Employed,60477
63,Male,Student,8000
58,Female,Student,47605
19,Female,Student,43073
59,Male,Self-Employed,36926
21,Female,Student,55780
18,Female,Working Professional,64324
39,Female,Working Professional,36233
28,Female,Self-Employed,63660
28,Female,Student,68283
62,Male,Student,38333
31,Male,Retired,83332
44,Male,Self-Employed,61170
50,Female,Working Professional,68491
45,Male,Self-Employed,38049
40,Female,Retired,25211
26,Male,Self-Employed,38086
35,Female,Student,51223
60,Female,Student,43037
41,Female,Retired,59525
44,Male,Self-Employed,57520
52,Female,Working Professional,60730
21,Male,Retired,49727
39,Male,Student,55978
28,Female,Retired,55107
24,Female,Self-Employed,61758
58,Male,Working Professional,53250
54,Male,Working Professional,52036
51,Male,Working Professional,47115
29,Female,Self-Employed,41905
21,Other,Self-Employed,47229
62,Female,Student,30294
19,Female,Working Professional,28858
64,Male,Retired,42263
18,Female,Working Professional,8000
35,Female,Working Professional,50448
40,Male,Retired,55874
51,Female,Student,8000
21,Male,Student,56235
59,Female,Retired,54293
62,Female,Working Professional,26688
36,Female,Retired,61734
57,Female,Student,16689
59,Female,Retired,83240
57,Female,Working Professional,21499
58,Female,Retired,58869
26,Female,Working Professional,48343
40,Female,Student,23970
30,Female,Self-Employed,59261
18,Male,Self-Employed,35074
29,Female,Student,59179
27,Female,Working Professional,49935
44,Female,Student,64824
36,Female,Retired,63708
57,Male,Student,33535
49,Female,Student,48013
39,Male,Student,59160
42,Male,Student,44695
28,Female,Working Professional,28772
28,Male,Self-Employed,71743
43,Female,Student,42528
33,Other,Retired,74357
46,Male,Retired,59894
47,Female,Self-Employed,38296
28,Male,Working Professional,39824
18,Female,Retired,9637
23,Male,Student,61999
30,Male,Retired,38443
44,Female,Self-Employed,49145
60,Other,Student,57313
52,Female,Self-Employed,51549
50,Male,Self-Employed,76914
31,Female,Student,54538
60,Female,Retired,48398
63,Female,Self-Employed,78203
39,Female,Self-Employed,45188
59,Female,Working Professional,59522
38,Male,Retired,46563
19,Other,Retired,18413
22,Female,Retired,56228
32,Female,Working Professional,70915
37,Female,Retired,31914
43,Male,Self-Employed,76777
41,Other,Self-Employed,63567
52,Female,Self-Employed,18638
41,Male,Working Professional,55409
43,Female,Working Professional,42720
58,Male,Working Professional,23965
39,Male,Working Professional,90043
44,Male,Student,60966
36,Male,Self-Employed,54600
54,Female,Self-Employed,60353
53,Female,Student,60309
46,Male,Working Professional,49698
57,Male,Retired,63165
56,Female,Self-Employed,58042
60,Female,Student,84339
29,Female,Working Professional,47601
61,Male,Working Professional,56520
33,Female,Working Professional,41705
48,Female,Student,65662
32,Female,Working Professional,41518
50,Female,Working Professional,46000
32,Male,Retired,37602
49,Female,Self-Employed,46304
39,Male,Working Professional,32757
23,Female,Student,69382
47,Female,Working Professional,25746
58,Female,Student,55320
34,Female,Self-Employed,67211
61,Male,Retired,35970
19,Female,Retired,82762
33,Female,Self-Employed,53471
64,Male,Working Professional,54709
29,Female,Retired,53257
64,Female,Working Professional,38343
62,Male,Student,53448
29,Female,Self-Employed,32138
56,Female,Retired,49503
34,Female,Retired,56436
59,Male,Student,36350
58,Male,Retired,44927
23,Female,Retired,46516
58,Male,Student,56206
43,Female,Retired,24004
18,Male,Student,26192
33,Male,Self-Employed,50456
63,Female,Self-Employed,48218
57,Female,Working Professional,44099
64,Female,Working Professional,59419
33,Male,Self-Employed,62328
63,Male,Retired,47890
33,Male,Retired,66179
56,Female,Retired,60901
46,Female,Working Professional,63379
43,Female,Self-Employed,22587
47,Female,Self-Employed,42279
50,Male,Self-Employed,36574
60,Female,Student,56333
37,Male,Self-Employed,66788
54,Female,Retired,47819
30,Female,Working Professional,57264
25,Female,Retired,46743
49,Female,Working Professional,49048
35,Female,Retired,51695
62,Other,Working Professional,47140
58,Female,Self-Employed,14675
28,Male,Retired,57049
55,Female,Self-Employed,76951
60,Female,Self-Employed,62248
64,Male,Self-Employed,71901
31,Female,Working Professional,40266
57,Female,Working Professional,61147
50,Male,Working Professional,46557
58,Female,Retired,49615
40,Other,Student,51040
24,Male,Working Professional,50244
32,Male,Student,68481
32,Male,Working Professional,64577
26,Female,Self-Employed,30625
38,Male,Self-Employed,35120
54,Female,Retired,33531
56,Male,Self-Employed,35283
45,Other,Working Professional,8712
61,Female,Retired,49547
23,Female,Working Professional,37268
27,Male,Student,41939
32,Other,Working Professional,40619
41,Female,Retired,25242
21,Male,Student,62291
64,Other,Retired,37247
52,Male,Self-Employed,62814
32,Male,Working Professional,46597
54,Male,Self-Employed,58408
19,Female,Retired,48262
64,Female,Student,49473
57,Female,Student,27309
45,Male,Student,55640
22,Female,Retired,58779
40,Female,Working Professional,71089
26,Female,Working Professional,69189
24,Male,Working Professional,69578
21,Female,Retired,66604
36,Male,Student,92989
25,Female,Self-Employed,37057
48,Male,Working Professional,45816
31,Male,Working Professional,40380
46,Female,Retired,59522
26,Male,Student,64094
54,Male,Student,36651
23,Male,Retired,48256
59,Female,Retired,34946
45,Male,Retired,55424
62,Male,Retired,29854
27,Female,Retired,58726
62,Other,Self-Employed,74172
20,Male,Student,42295
29,Female,Working Professional,30540
53,Female,Student,31213
28,Male,Self-Employed,74655
26,Female,Self-Employed,50954
23,Female,Student,55254
29,Male,Working Professional,26986
63,Female,Working Professional,68834
58,Male,Student,25366
25,Male,Student,50450
58,Female,Student,51007
30,Female,Retired,23481
60,Male,Student,54505
26,Male,Student,48259
37,Male,Working Professional,39662
57,Female,Retired,72615
27,Female,Retired,47268
58,Female,Working Professional,41382
44,Male,Retired,58845
21,Female,Self-Employed,53793
27,Male,Self-Employed,53063
36,Male,Working Professional,44304
27,Male,Retired,55680
40,Male,Student,33919
53,Female,Retired,60543
58,Male,Student,48835
26,Male,Working Professional,58256
19,Male,Retired,29048
36,Male,Self-Employed,17823
25,Female,Retired,42122
43,Male,Student,41716
53,Male,Working Professional,47687
28,Other,Retired,40450
20,Male,Student,44519
47,Male,Self-Employed,23246
35,Female,Working Professional,57319
34,Male,Student,59477
26,Male,Self-Employed,45286
47,Female,Self-Employed,70725
33,Male,Self-Employed,66545
25,Male,Self-Employed,33601
58,Male,Retired,64976
43,Female,Self-Employed,63125
22,Female,Working Professional,46577
22,Female,Self-Employed,32977
63,Female,Retired,49966
41,Male,Working Professional,49348
31,Male,Student,30570
22,Male,Retired,42831
53,Female,Self-Employed,31150
42,Male,Working Professional,80472
34,Male,Working Professional,42322
23,Female,Working Professional,74426
24,Male,Self-Employed,52697
63,Male,Self-Employed,50693
32,Male,Working Professional,42490
23,Male,Self-Employed,27896
49,Male,Self-Employed,47757
59,Male,Student,24409
57,Male,Self-Employed,63131
44,Female,Retired,65747
57,Female,Student,58106
22,Female,Working Professional,52633
33,Male,Working Professional,42335
28,Female,Self-Employed,47260
56,Female,Retired,61118
42,Male,Retired,41319
19,Female,Student,36177
45,Male,Student,47217
24,Male,Working Professional,77314
55,Male,Student,43261
18,Female,Student,71189
35,Male,Retired,59052
29,Male,Retired,46842
25,Female,Retired,33405
37,Male,Working Professional,46278
52,Female,Retired,65550
59,Female,Working Professional,41298
33,Female,Self-Employed,64104
50,Male,Student,84105
57,Male,Self-Employed,59622
42,Female,Student,67067
36,Female,Working Professional,33895
52,Male,Self-Employed,55056
33,Female,Self-Employed,67741
33,Female,Working Professional,39052
42,Female,Student,37034
49,Female,Working Professional,28065
61,Female,Retired,39739
45,Female,Self-Employed,54035
26,Male,Working Professional,46382
35,Other,Student,46399
40,Female,Retired,37672
47,Male,Working Professional,64152
49,Female,Student,72691
41,Male,Student,36671
28,Male,Student,56923
43,Female,Retired,38921
28,Male,Student,49178
37,Male,Self-Employed,43931
61,Male,Retired,61629
35,Male,Retired,56871
51,Female,Self-Employed,38260
53,Female,Working Professional,32275
21,Female,Working Professional,60786
38,Female,Student,46873
43,Male,Student,42549
31,Male,Self-Employed,58224
43,Female,Self-Employed,24021
30,Female,Retired,22578
43,Female,Self-Employed,43792
58,Female,Student,71210
32,Female,Retired,46267
44,Male,Working Professional,33899
40,Other,Working Professional,59414
39,Female,Retired,80385
27,Male,Student,25877
22,Female,Student,41839
21,Male,Working Professional,28105
53,Female,Self-Employed,73802
33,Female,Self-Employed,60023
49,Male,Retired,51422
28,Female,Retired,63414
56,Male,Working Professional,60881
50,Male,Self-Employed,37781
52,Female,Retired,45591
21,Female,Self-Employed,31754
40,Other,Retired,28544
20,Female,Self-Employed,33215
37,Female,Working Professional,93103
18,Male,Self-Employed,48654
50,Female,Retired,36819
27,Male,Student,43943
61,Female,Student,43664
20,Male,Working Professional,57370
49,Male,Self-Employed,52220
62,Male,Retired,41738
55,Male,Working Professional,64534
48,Female,Student,36964
38,Female,Self-Employed,19812
41,Female,Student,56678
41,Male,Retired,34263
27,Female,Self-Employed,39159
23,Female,Retired,51848
45,Female,Working Professional,46471
18,Male,Student,71258
64,Female,Working Professional,11982
63,Female,Self-Employed,56145
61,Female,Student,30826
27,Male,Student,53148
58,Female,Retired,72233
47,Female,Working Professional,49578
32,Female,Retired,70501
31,Male,Self-Employed,43698
41,Male,Working Professional,61940
27,Female,Student,38003
43,Female,Retired,55052
18,Male,Self-Employed,39480
37,Male,Student,46063
46,Male,Retired,24028
51,Male,Student,23583
19,Male,Working Professional,48387
19,Male,Self-Employed,44999
19,Male,Self-Employed,44379
25,Female,Working Professional,46541
42,Male,Retired,40330
35,Female,Student,36574
62,Female,Student,77865
34,Male,Student,55851
47,Male,Student,42394
25,Male,Self-Employed,27593
59,Male,Working Professional,39398
63,Male,Working Professional,37457
46,Male,Working Professional,39370
36,Male,Student,87767
54,Male,Student,34341
41,Female,Student,39187
35,Female,Working Professional,32652
27,Female,Working Professional,22016
33,Female,Self-Employed,54215
58,Female,Retired,51283
59,Female,Working Professional,33272
61,Female,Student,34141
22,Male,Self-Employed,53304
32,Female,Self-Employed,44136
40,Male,Self-Employed,55294
48,Male,Student,68517
47,Female,Working Professional,57817
24,Male,Student,35120
37,Male,Self-Employed,59970
56,Female,Working Professional,38955
20,Male,Self-Employed,58780
20,Female,Retired,67887
48,Female,Retired,80251
24,Female,Working Professional,64195
18,Female,Working Professional,36396
44,Female,Retired,26328
18,Male,Self-Employed,38576
23,Female,Student,34756
37,Male,Self-Employed,44991
56,Male,Self-Employed,57017
61,Male,Self-Employed,55204
20,Male,Working Professional,66250
19,Other,Student,27631
64,Male,Student,64476
49,Male,Self-Employed,41600
37,Female,Working Professional,29029
53,Male,Working Professional,57058
44,Female,Retired,35358
37,Female,Self-Employed,42195
36,Female,Working Professional,48508
38,Female,Self-Employed,52547
60,Male,Self-Employed,45751
37,Female,Student,46258
22,Female,Retired,57344
37,Male,Student,57592
29,Male,Retired,46216
27,Female,Working Professional,22031
39,Male,Retired,25272
55,Male,Working Professional,57629
45,Male,Self-Employed,42520
29,Female,Student,42956
56,Female,Self-Employed,36271
27,Male,Retired,43587
52,Other,Retired,74249
61,Female,Working Professional,28217
57,Female,Student,75249
54,Female,Working Professional,58586
34,Male,Self-Employed,51777
44,Female,Self-Employed,52222
63,Male,Working Professional,30708
46,Female,Working Professional,57245
43,Female,Working Professional,35513
26,Male,Student,71454
29,Male,Self-Employed,42675
60,Male,Self-Employed,55461
43,Female,Self-Employed,39022
50,Male,Working Professional,21292
49,Male,Retired,15371
28,Female,Self-Employed,49123
46,Male,Self-Employed,69003
25,Female,Self-Employed,55951
42,Female,Self-Employed,13977
37,Male,Student,64133
38,Female,Student,23792
21,Female,Student,29681
53,Male,Retired,47988
60,Male,Retired,38192
46,Male,Working Professional,32827
36,Female,Self-Employed,45520
43,Male,Self-Employed,47649
53,Male,Working Professional,68085
42,Male,Working Professional,33406
40,Female,Self-Employed,62369
55,Male,Self-Employed,46308
45,Male,Retired,38887
58,Female,Retired,9951
28,Male,Retired,35269
46,Female,Self-Employed,54514
61,Female,Working Professional,46067
37,Female,Retired,40804
26,Male,Student,68639
41,Male,Self-Employed,44297
64,Male,Retired,42580
58,Female,Self-Employed,20723
30,Female,Retired,50373
19,Male,Student,63734
34,Male,Working Professional,51571
44,Male,Student,62327
55,Female,Retired,36115
19,Female,Retired,55391
50,Male,Retired,55849
22,Female,Working Professional,56207
31,Male,Working Professional,42987
44,Female,Retired,45586
53,Male,Working Professional,63185
44,Female,Self-Employed,56623
31,Male,Self-Employed,44998
32,Female,Student,45863
44,Male,Student,42120
25,Female,Retired,50331
38,Male,Student,26809
51,Female,Working Professional,49919
45,Female,Student,46018
41,Male,Working Professional,41636
34,Male,Self-Employed,42450
23,Male,Working Professional,31771
55,Male,Student,53557
36,Male,Working Professional,39116
18,Female,Student,36969
55,Female,Retired,26361
